CRUISE,HAUL_NO,VESSEL,HAUL_DATE,YEAR,MONTH,CTD_INDEX,STATION,DEPTH_STRATA,SWEEP,BOTTOM_DEPTH,PROBLEM,STANDARD_STATION
0002,1,DSJ,2000-05-11 00:00:00.000,2000,5,2,119,2,1,89,0,1
0002,2,DSJ,2000-05-11 00:00:00.000,2000,5,3,114,2,1,232,0,1
0002,3,DSJ,2000-05-12 00:00:00.000,2000,5,4,116,2,1,159,0,1
0002,4,DSJ,2000-05-12 00:00:00.000,2000,5,5,115,2,1,87,0,1
0002,5,DSJ,2000-05-12 00:00:00.000,2000,5,6,111,1,1,54,0,1
0002,6,DSJ,2000-05-12 00:00:00.000,2000,5,7,112,2,1,82,0,1
0002,8,DSJ,2000-05-12 00:00:00.000,2000,5,18,110,2,1,2320,0,1
0002,10,DSJ,2000-05-13 00:00:00.000,2000,5,19,109,2,1,400,0,1
0002,11,DSJ,2000-05-13 00:00:00.000,2000,5,20,113,2,1,960,0,1
0002,12,DSJ,2000-05-13 00:00:00.000,2000,5,NULL,117,2,1,1809,0,1
0002,13,DSJ,2000-05-13 00:00:00.000,2000,5,21,118,2,1,768,0,1
0002,14,DSJ,2000-05-13 00:00:00.000,2000,5,31,123,2,1,100,0,1
0002,15,DSJ,2000-05-13 00:00:00.000,2000,5,32,124,2,1,133,0,1
0002,17,DSJ,2000-05-14 00:00:00.000,2000,5,33,125,2,1,398,0,1
0002,19,DSJ,2000-05-14 00:00:00.000,2000,5,34,126,2,1,374,0,1
0002,20,DSJ,2000-05-14 00:00:00.000,2000,5,44,131,2,1,85,0,1
0002,21,DSJ,2000-05-14 00:00:00.000,2000,5,45,132,2,1,96,0,1
0002,23,DSJ,2000-05-15 00:00:00.000,2000,5,46,133,2,1,195,0,1
0002,25,DSJ,2000-05-15 00:00:00.000,2000,5,47,134,2,1,524,0,1
0002,26,DSJ,2000-05-15 00:00:00.000,2000,5,56,152,2,1,124,0,1
0002,27,DSJ,2000-05-15 00:00:00.000,2000,5,57,154,2,1,1243,0,1
0002,28,DSJ,2000-05-16 00:00:00.000,2000,5,58,156,2,1,107,0,1
0002,29,DSJ,2000-05-16 00:00:00.000,2000,5,59,160,2,1,91,0,1
0002,30,DSJ,2000-05-16 00:00:00.000,2000,5,60,162,2,1,1272,0,1
0002,31,DSJ,2000-05-16 00:00:00.000,2000,5,69,170,2,1,218,0,1
0002,34,DSJ,2000-05-16 00:00:00.000,2000,5,70,168,2,1,120,0,1
0002,35,DSJ,2000-05-17 00:00:00.000,2000,5,71,167,2,1,93,0,1
0002,36,DSJ,2000-05-17 00:00:00.000,2000,5,72,166,2,1,74,0,1
0002,37,DSJ,2000-05-17 00:00:00.000,2000,5,75,139,1,1,54,1,0
0002,38,DSJ,2000-05-17 00:00:00.000,2000,5,76,138,1,1,54,0,1
0002,39,DSJ,2000-05-17 00:00:00.000,2000,5,76,138,1,1,54,0,1
0002,40,DSJ,2000-05-18 00:00:00.000,2000,5,79,119,2,2,89,0,1
0002,41,DSJ,2000-05-18 00:00:00.000,2000,5,80,114,2,2,84,0,1
0002,42,DSJ,2000-05-19 00:00:00.000,2000,5,81,116,2,2,320,0,1
0002,43,DSJ,2000-05-19 00:00:00.000,2000,5,82,115,2,2,84,0,1
0002,44,DSJ,2000-05-19 00:00:00.000,2000,5,83,111,1,2,45,0,1
0002,45,DSJ,2000-05-19 00:00:00.000,2000,5,84,112,2,2,69,0,1
0002,47,DSJ,2000-05-19 00:00:00.000,2000,5,94,110,2,2,2120,0,1
0002,49,DSJ,2000-05-19 00:00:00.000,2000,5,95,109,2,2,748,0,1
0002,50,DSJ,2000-05-20 00:00:00.000,2000,5,96,113,2,2,683,0,1
0002,51,DSJ,2000-05-20 00:00:00.000,2000,5,97,117,2,2,1640,0,1
0002,52,DSJ,2000-05-20 00:00:00.000,2000,5,98,118,2,2,1097,0,1
0002,53,DSJ,2000-05-20 00:00:00.000,2000,5,108,123,2,2,84,0,1
0002,54,DSJ,2000-05-20 00:00:00.000,2000,5,109,124,2,2,132,0,1
0002,56,DSJ,2000-05-21 00:00:00.000,2000,5,110,125,2,2,210,0,1
0002,58,DSJ,2000-05-21 00:00:00.000,2000,5,111,126,2,2,479,0,1
0002,59,DSJ,2000-05-21 00:00:00.000,2000,5,121,131,2,2,85,0,1
0002,60,DSJ,2000-05-21 00:00:00.000,2000,5,122,132,2,2,96,0,1
0002,62,DSJ,2000-05-22 00:00:00.000,2000,5,123,133,2,2,153,0,1
0002,64,DSJ,2000-05-22 00:00:00.000,2000,5,124,134,2,2,513,0,1
0002,65,DSJ,2000-05-22 00:00:00.000,2000,5,132,152,2,2,98,0,1
0002,66,DSJ,2000-05-22 00:00:00.000,2000,5,133,154,2,2,1221,0,1
0002,67,DSJ,2000-05-23 00:00:00.000,2000,5,134,156,2,2,113,0,1
0002,68,DSJ,2000-05-23 00:00:00.000,2000,5,NULL,160,2,2,102,0,1
0002,69,DSJ,2000-05-23 00:00:00.000,2000,5,135,162,2,2,1463,1,0
0002,70,DSJ,2000-05-23 00:00:00.000,2000,5,137,131,2,2,84,0,1
0002,71,DSJ,2000-05-23 00:00:00.000,2000,5,NULL,132,2,2,95,0,1
0002,72,DSJ,2000-05-23 00:00:00.000,2000,5,NULL,132,2,2,95,0,1
0002,73,DSJ,2000-05-24 00:00:00.000,2000,5,NULL,133,2,2,148,0,1
0002,74,DSJ,2000-05-24 00:00:00.000,2000,5,NULL,134,2,2,471,0,1
0002,75,DSJ,2000-05-24 00:00:00.000,2000,5,NULL,134,2,2,462,0,1
0002,77,DSJ,2000-05-25 00:00:00.000,2000,5,140,139,1,2,54,3,0
0002,78,DSJ,2000-05-25 00:00:00.000,2000,5,142,165,1,2,54,0,1
0002,79,DSJ,2000-05-25 00:00:00.000,2000,5,143,166,2,2,74,0,1
0002,80,DSJ,2000-05-26 00:00:00.000,2000,5,144,167,2,2,91,0,1
0002,81,DSJ,2000-05-26 00:00:00.000,2000,5,145,168,2,2,118,0,1
0002,82,DSJ,2000-05-26 00:00:00.000,2000,5,146,170,2,2,177,0,1
0002,83,DSJ,2000-05-28 00:00:00.000,2000,5,148,139,1,2,54,0,1
0002,84,DSJ,2000-05-29 00:00:00.000,2000,5,149,138,1,2,56,0,1
0002,85,DSJ,2000-05-29 00:00:00.000,2000,5,150,237,1,2,71,0,1
0002,86,DSJ,2000-05-29 00:00:00.000,2000,5,150,237,1,2,73,0,1
0002,87,DSJ,2000-05-29 00:00:00.000,2000,5,NULL,137,1,2,54,3,0
0002,88,DSJ,2000-05-29 00:00:00.000,2000,5,152,119,2,3,80,3,0
0002,89,DSJ,2000-05-30 00:00:00.000,2000,5,154,114,2,3,84,0,1
0002,90,DSJ,2000-05-30 00:00:00.000,2000,5,155,116,2,3,298,0,1
0002,91,DSJ,2000-05-31 00:00:00.000,2000,5,155,116,2,3,115,0,1
0002,92,DSJ,2000-05-31 00:00:00.000,2000,5,156,115,2,3,85,0,1
0002,93,DSJ,2000-05-31 00:00:00.000,2000,5,157,111,1,3,43,0,1
0002,94,DSJ,2000-05-31 00:00:00.000,2000,5,158,112,2,3,78,0,1
0002,96,DSJ,2000-05-31 00:00:00.000,2000,5,168,110,2,3,2101,0,1
0002,98,DSJ,2000-06-01 00:00:00.000,2000,6,169,109,2,3,NULL,0,1
0002,99,DSJ,2000-06-01 00:00:00.000,2000,6,NULL,113,2,3,1038,0,1
0002,100,DSJ,2000-06-01 00:00:00.000,2000,6,NULL,117,2,3,1719,2,1
0002,101,DSJ,2000-06-01 00:00:00.000,2000,6,170,118,2,3,1097,1,0
0002,102,DSJ,2000-06-01 00:00:00.000,2000,6,180,123,2,3,85,0,1
0002,103,DSJ,2000-06-01 00:00:00.000,2000,6,181,124,2,3,142,0,1
0002,105,DSJ,2000-06-02 00:00:00.000,2000,6,182,125,2,3,201,0,1
0002,107,DSJ,2000-06-02 00:00:00.000,2000,6,183,126,2,3,471,0,1
0002,109,DSJ,2000-06-02 00:00:00.000,2000,6,193,131,2,3,85,0,1
0002,110,DSJ,2000-06-02 00:00:00.000,2000,6,193,131,2,3,85,0,1
0002,111,DSJ,2000-06-02 00:00:00.000,2000,6,194,132,2,3,96,0,1
0002,113,DSJ,2000-06-03 00:00:00.000,2000,6,195,133,2,3,164,0,1
0002,114,DSJ,2000-06-03 00:00:00.000,2000,6,195,133,3,3,171,1,0
0002,115,DSJ,2000-06-03 00:00:00.000,2000,6,196,134,2,3,548,0,1
0002,116,DSJ,2000-06-03 00:00:00.000,2000,6,205,152,2,3,111,0,1
0002,117,DSJ,2000-06-03 00:00:00.000,2000,6,206,154,2,3,1373,0,1
0002,118,DSJ,2000-06-04 00:00:00.000,2000,6,207,156,2,3,73,0,1
0002,119,DSJ,2000-06-04 00:00:00.000,2000,6,208,160,2,3,104,0,1
0002,120,DSJ,2000-06-04 00:00:00.000,2000,6,209,162,2,3,1216,0,1
0002,122,DSJ,2000-06-04 00:00:00.000,2000,6,218,170,2,3,197,0,1
0002,124,DSJ,2000-06-05 00:00:00.000,2000,6,219,168,2,3,120,0,1
0002,125,DSJ,2000-06-05 00:00:00.000,2000,6,220,167,2,3,89,0,1
0002,126,DSJ,2000-06-05 00:00:00.000,2000,6,223,139,1,3,56,0,1
0002,127,DSJ,2000-06-06 00:00:00.000,2000,6,NULL,138,1,3,56,3,0
0002,128,DSJ,2000-06-06 00:00:00.000,2000,6,224,237,1,3,73,0,1
0002,900,DSJ,2000-05-30 20:34:00.000,2000,5,153,119,NULL,NULL,82,3,0
0103,1,DSJ,2001-05-11 21:04:00.000,2001,5,2,119,2,1,89,0,1
0103,2,DSJ,2001-05-11 21:58:00.000,2001,5,2,119,2,1,87,0,1
0103,3,DSJ,2001-05-11 23:38:00.000,2001,5,3,114,2,1,50,0,1
0103,4,DSJ,2001-05-12 01:36:00.000,2001,5,4,116,2,1,323,0,1
0103,5,DSJ,2001-05-12 02:52:00.000,2001,5,5,115,2,1,93,0,1
0103,6,DSJ,2001-05-12 04:26:00.000,2001,5,NULL,111,1,1,31,0,1
0103,7,DSJ,2001-05-12 05:32:00.000,2001,5,6,112,1,1,74,1,0
0103,8,DSJ,2001-05-12 21:04:00.000,2001,5,16,110,1,1,2333,2,0
0103,9,DSJ,2001-05-12 21:54:00.000,2001,5,16,110,2,1,2333,0,1
0103,11,DSJ,2001-05-13 00:42:00.000,2001,5,17,109,2,1,548,0,1
0103,12,DSJ,2001-05-13 02:38:00.000,2001,5,18,113,2,1,708,0,1
0103,13,DSJ,2001-05-13 03:44:00.000,2001,5,NULL,117,2,1,1890,0,1
0103,14,DSJ,2001-05-13 04:57:00.000,2001,5,19,118,2,1,1013,0,1
0103,15,DSJ,2001-05-13 20:46:00.000,2001,5,29,123,2,1,84,0,1
0103,16,DSJ,2001-05-13 21:57:00.000,2001,5,30,124,2,1,128,0,1
0103,17,DSJ,2001-05-13 23:51:00.000,2001,5,31,125,2,1,587,0,1
0103,18,DSJ,2001-05-14 01:25:00.000,2001,5,32,126,2,1,413,0,1
0103,19,DSJ,2001-05-14 03:44:00.000,2001,5,33,127,2,1,1250,0,1
0103,21,DSJ,2001-05-14 20:47:00.000,2001,5,44,131,2,1,84,0,1
0103,22,DSJ,2001-05-14 21:53:00.000,2001,5,45,132,2,1,95,0,1
0103,23,DSJ,2001-05-14 23:56:00.000,2001,5,46,133,2,1,184,0,1
0103,24,DSJ,2001-05-15 01:22:00.000,2001,5,47,134,2,1,499,0,1
0103,27,DSJ,2001-05-15 20:46:00.000,2001,5,58,152,2,1,102,0,1
0103,28,DSJ,2001-05-15 22:14:00.000,2001,5,59,154,2,1,1099,0,1
0103,29,DSJ,2001-05-16 00:27:00.000,2001,5,60,156,2,1,100,0,1
0103,30,DSJ,2001-05-16 02:26:00.000,2001,5,61,160,2,1,109,0,1
0103,31,DSJ,2001-05-16 04:50:00.000,2001,5,62,162,2,1,1313,0,1
0103,32,DSJ,2001-05-16 20:57:00.000,2001,5,71,168,2,1,124,0,1
0103,33,DSJ,2001-05-16 22:23:00.000,2001,5,72,167,2,1,96,0,1
0103,34,DSJ,2001-05-17 00:18:00.000,2001,5,73,166,2,1,80,0,1
0103,35,DSJ,2001-05-17 01:44:00.000,2001,5,74,165,2,1,69,1,0
0103,36,DSJ,2001-05-17 22:26:00.000,2001,5,78,138,1,1,54,0,1
0103,37,DSJ,2001-05-18 02:00:00.000,2001,5,79,NULL,1,1,49,3,0
0103,38,DSJ,2001-05-18 21:06:00.000,2001,5,80,119,2,2,76,0,1
0103,39,DSJ,2001-05-18 22:26:00.000,2001,5,81,114,2,2,199,0,1
0103,40,DSJ,2001-05-19 00:10:00.000,2001,5,82,116,2,2,177,0,1
0103,41,DSJ,2001-05-19 01:13:00.000,2001,5,83,115,2,2,104,0,1
0103,42,DSJ,2001-05-19 02:39:00.000,2001,5,84,112,2,2,80,0,1
0103,44,DSJ,2001-05-19 04:18:00.000,2001,5,85,111,1,2,38,0,1
0103,46,DSJ,2001-05-19 21:55:00.000,2001,5,94,110,2,2,2286,0,1
0103,48,DSJ,2001-05-20 00:20:00.000,2001,5,95,109,2,2,757,0,1
0103,49,DSJ,2001-05-20 02:33:00.000,2001,5,96,113,2,2,740,0,1
0103,50,DSJ,2001-05-20 03:26:00.000,2001,5,NULL,117,2,2,1781,0,1
0103,51,DSJ,2001-05-20 04:22:00.000,2001,5,97,118,2,2,1027,0,1
0103,52,DSJ,2001-05-20 21:04:00.000,2001,5,107,123,2,2,82,0,1
0103,53,DSJ,2001-05-20 21:42:00.000,2001,5,107,123,2,2,87,0,1
0103,54,DSJ,2001-05-20 22:49:00.000,2001,5,108,124,2,2,179,0,1
0103,55,DSJ,2001-05-21 00:13:00.000,2001,5,109,125,2,2,166,0,1
0103,56,DSJ,2001-05-21 01:42:00.000,2001,5,110,126,2,2,444,0,1
0103,57,DSJ,2001-05-21 04:05:00.000,2001,5,111,127,2,2,985,0,1
0103,58,DSJ,2001-05-21 20:59:00.000,2001,5,121,131,2,2,84,0,1
0103,59,DSJ,2001-05-21 22:24:00.000,2001,5,122,132,2,2,95,0,1
0103,60,DSJ,2001-05-22 00:32:00.000,2001,5,123,133,2,2,159,0,1
0103,61,DSJ,2001-05-22 02:03:00.000,2001,5,124,134,2,2,501,0,1
0103,64,DSJ,2001-05-22 21:03:00.000,2001,5,135,152,2,2,104,0,1
0103,65,DSJ,2001-05-22 22:35:00.000,2001,5,136,154,2,2,1280,0,1
0103,66,DSJ,2001-05-23 00:47:00.000,2001,5,137,156,2,2,106,0,1
0103,67,DSJ,2001-05-23 02:43:00.000,2001,5,138,160,2,2,107,0,1
0103,68,DSJ,2001-05-23 04:26:00.000,2001,5,139,162,2,2,1238,0,1
0103,70,DSJ,2001-05-23 22:03:00.000,2001,5,148,170,2,2,199,0,1
0103,72,DSJ,2001-05-24 00:07:00.000,2001,5,149,168,2,2,124,0,1
0103,73,DSJ,2001-05-24 01:57:00.000,2001,5,150,167,2,2,98,0,1
0103,74,DSJ,2001-05-24 02:58:00.000,2001,5,151,166,2,2,76,0,1
0103,75,DSJ,2001-05-24 04:16:00.000,2001,5,152,165,2,2,60,1,0
0103,76,DSJ,2001-05-24 21:16:00.000,2001,5,155,237,1,2,73,0,1
0103,77,DSJ,2001-05-24 22:49:00.000,2001,5,156,138,1,2,54,0,1
0103,78,DSJ,2001-05-25 00:31:00.000,2001,5,157,139,1,2,56,3,0
0103,87,DSJ,2001-05-30 21:22:00.000,2001,5,189,119,2,3,84,0,1
0103,88,DSJ,2001-05-30 22:40:00.000,2001,5,190,114,2,3,217,0,1
0103,89,DSJ,2001-05-31 00:21:00.000,2001,5,191,116,2,3,104,0,1
0103,90,DSJ,2001-05-31 01:24:00.000,2001,5,192,115,2,3,91,0,1
0103,91,DSJ,2001-05-31 02:50:00.000,2001,5,193,111,1,3,60,0,1
0103,92,DSJ,2001-05-31 03:54:00.000,2001,5,194,112,2,3,78,0,1
0103,95,DSJ,2001-05-31 22:07:00.000,2001,5,205,110,2,3,2329,0,1
0103,97,DSJ,2001-06-01 00:20:00.000,2001,6,206,109,2,3,1091,0,1
0103,98,DSJ,2001-06-01 02:41:00.000,2001,6,207,113,2,3,910,0,1
0103,99,DSJ,2001-06-01 03:41:00.000,2001,6,NULL,117,2,3,1865,0,1
0103,100,DSJ,2001-06-01 04:49:00.000,2001,6,208,118,2,3,949,0,1
0103,101,DSJ,2001-06-01 21:18:00.000,2001,6,218,123,2,3,85,0,1
0103,102,DSJ,2001-06-01 22:31:00.000,2001,6,219,124,2,3,124,0,1
0103,103,DSJ,2001-06-02 00:06:00.000,2001,6,220,125,2,3,178,0,1
0103,104,DSJ,2001-06-02 01:52:00.000,2001,6,221,126,2,3,358,0,1
0103,105,DSJ,2001-06-02 04:14:00.000,2001,6,222,127,2,3,1000,0,1
0103,106,DSJ,2001-06-03 00:41:00.000,2001,6,231,131,2,3,82,0,1
0103,107,DSJ,2001-06-04 21:30:00.000,2001,6,240,132,2,3,98,0,1
0103,108,DSJ,2001-06-04 23:26:00.000,2001,6,241,133,2,3,179,0,1
0103,109,DSJ,2001-06-05 02:02:00.000,2001,6,242,134,2,3,550,0,1
0103,111,DSJ,2001-06-05 21:31:00.000,2001,6,252,152,2,3,109,0,1
0103,112,DSJ,2001-06-05 23:09:00.000,2001,6,253,154,2,3,1280,0,1
0103,113,DSJ,2001-06-06 01:23:00.000,2001,6,254,156,2,3,89,0,1
0103,114,DSJ,2001-06-06 03:39:00.000,2001,6,NULL,160,2,3,80,0,1
0103,116,DSJ,2001-06-06 21:36:00.000,2001,6,258,165,1,3,58,3,0
0103,117,DSJ,2001-06-06 23:00:00.000,2001,6,259,166,2,3,76,0,1
0103,118,DSJ,2001-06-07 01:08:00.000,2001,6,260,167,2,3,91,0,1
0103,119,DSJ,2001-06-07 03:00:00.000,2001,6,261,168,2,3,124,0,1
0103,120,DSJ,2001-06-07 04:37:00.000,2001,6,262,170,2,3,182,0,1
0103,121,DSJ,2001-06-07 23:46:00.000,2001,6,271,139,1,3,56,0,1
0103,122,DSJ,2001-06-08 00:44:00.000,2001,6,272,138,1,3,56,0,1
0103,123,DSJ,2001-06-08 02:24:00.000,2001,6,273,237,1,3,65,0,1
0205,1,DSJ,2002-05-09 21:06:33.000,2002,5,1,119,2,1,87,3,0
0205,2,DSJ,2002-05-10 02:47:26.000,2002,5,NULL,114,2,1,172,0,1
0205,3,DSJ,2002-05-10 03:56:07.000,2002,5,NULL,115,2,1,86,0,1
0205,4,DSJ,2002-05-10 05:00:41.000,2002,5,2,111,1,1,65,0,1
0205,5,DSJ,2002-05-10 21:23:53.000,2002,5,9,112,2,1,106,0,1
0205,6,DSJ,2002-05-10 22:45:43.000,2002,5,10,111,1,1,73,0,1
0205,7,DSJ,2002-05-11 00:24:32.000,2002,5,11,115,2,1,86,0,1
0205,8,DSJ,2002-05-11 01:47:01.000,2002,5,12,116,2,1,303,0,1
0205,9,DSJ,2002-05-11 03:36:28.000,2002,5,13,114,2,1,78,0,1
0205,10,DSJ,2002-05-11 05:08:22.000,2002,5,NULL,119,2,1,109,3,0
0205,12,DSJ,2002-05-11 22:14:00.000,2002,5,14,110,2,1,1973,0,1
0205,13,DSJ,2002-05-11 23:36:56.000,2002,5,15,109,2,1,1020,0,1
0205,14,DSJ,2002-05-12 01:57:48.000,2002,5,16,113,2,1,910,0,1
0205,15,DSJ,2002-05-12 03:24:12.000,2002,5,17,117,2,1,1911,0,1
0205,16,DSJ,2002-05-12 21:13:48.000,2002,5,27,123,2,1,87,0,1
0205,17,DSJ,2002-05-12 22:38:10.000,2002,5,28,124,2,1,121,0,1
0205,18,DSJ,2002-05-13 02:01:27.000,2002,5,29,125,2,1,369,0,1
0205,19,DSJ,2002-05-13 03:49:22.000,2002,5,30,126,2,1,395,0,1
0205,20,DSJ,2002-05-13 21:12:57.000,2002,5,40,131,2,1,82,0,1
0205,21,DSJ,2002-05-13 22:32:48.000,2002,5,41,132,2,1,95,0,1
0205,22,DSJ,2002-05-14 01:46:40.000,2002,5,42,133,2,1,164,0,1
0205,23,DSJ,2002-05-14 04:31:31.000,2002,5,43,134,2,1,546,0,1
0205,24,DSJ,2002-05-18 21:15:48.000,2002,5,52,171,2,1,301,0,1
0205,25,DSJ,2002-05-18 22:48:50.000,2002,5,53,170,2,1,207,0,1
0205,26,DSJ,2002-05-19 00:54:10.000,2002,5,54,168,2,1,127,0,1
0205,27,DSJ,2002-05-19 02:23:00.000,2002,5,55,167,2,1,94,0,1
0205,28,DSJ,2002-05-19 03:59:48.000,2002,5,56,166,2,1,75,0,1
0205,29,DSJ,2002-05-19 22:05:42.000,2002,5,NULL,162,2,1,1438,0,1
0205,30,DSJ,2002-05-20 00:07:18.000,2002,5,63,160,2,1,95,0,1
0205,31,DSJ,2002-05-20 02:48:10.000,2002,5,NULL,156,2,1,115,0,1
0205,32,DSJ,2002-05-20 04:18:49.000,2002,5,64,152,2,1,127,0,1
0205,33,DSJ,2002-05-21 01:06:06.000,2002,5,72,139,1,1,56,1,0
0205,34,DSJ,2002-05-21 03:03:28.000,2002,5,73,138,1,1,55,0,1
0205,35,DSJ,2002-05-21 04:20:34.000,2002,5,74,237,1,1,76,0,1
0205,36,DSJ,2002-05-21 21:27:41.000,2002,5,75,114,2,2,73,0,1
0205,37,DSJ,2002-05-21 23:23:01.000,2002,5,76,116,2,2,237,0,1
0205,38,DSJ,2002-05-22 00:47:21.000,2002,5,77,115,2,2,102,0,1
0205,39,DSJ,2002-05-22 01:41:49.000,2002,5,78,111,1,2,72,0,1
0205,40,DSJ,2002-05-22 03:32:47.000,2002,5,79,112,2,2,109,0,1
0205,42,DSJ,2002-05-22 22:20:56.000,2002,5,86,110,2,2,2320,0,1
0205,44,DSJ,2002-05-23 00:52:08.000,2002,5,87,109,2,2,528,0,1
0205,45,DSJ,2002-05-23 02:48:02.000,2002,5,NULL,113,2,2,788,0,1
0205,46,DSJ,2002-05-23 04:09:29.000,2002,5,88,117,2,2,1820,0,1
0205,47,DSJ,2002-05-23 21:29:39.000,2002,5,96,123,2,2,82,0,1
0205,48,DSJ,2002-05-23 22:57:08.000,2002,5,97,124,2,2,116,0,1
0205,49,DSJ,2002-05-24 00:54:31.000,2002,5,98,125,2,2,455,0,1
0205,50,DSJ,2002-05-24 02:47:32.000,2002,5,NULL,126,2,2,418,0,1
0205,51,DSJ,2002-05-24 04:30:18.000,2002,5,99,127,2,2,1092,0,1
0205,52,DSJ,2002-05-24 21:23:46.000,2002,5,108,131,2,2,88,0,1
0205,53,DSJ,2002-05-24 22:36:10.000,2002,5,109,132,2,2,88,0,1
0205,54,DSJ,2002-05-25 00:48:24.000,2002,5,110,133,2,2,164,0,1
0205,55,DSJ,2002-05-25 02:28:21.000,2002,5,111,134,2,2,582,0,1
0205,56,DSJ,2002-05-25 04:31:28.000,2002,5,112,135,2,2,1047,0,1
0205,57,DSJ,2002-05-25 21:39:47.000,2002,5,121,162,2,2,1456,0,1
0205,58,DSJ,2002-05-25 23:04:28.000,2002,5,122,160,2,2,91,0,1
0205,59,DSJ,2002-05-26 01:06:56.000,2002,5,123,156,2,2,91,0,1
0205,60,DSJ,2002-05-26 02:17:57.000,2002,5,124,154,2,2,1274,0,1
0205,61,DSJ,2002-05-26 04:03:19.000,2002,5,125,152,2,2,102,0,1
0205,62,DSJ,2002-05-28 21:46:31.000,2002,5,126,166,2,2,75,0,1
0205,63,DSJ,2002-05-28 23:02:48.000,2002,5,127,167,2,2,92,0,1
0205,64,DSJ,2002-05-29 01:03:17.000,2002,5,128,168,2,2,122,0,1
0205,65,DSJ,2002-05-29 02:22:30.000,2002,5,129,170,2,2,166,0,1
0205,66,DSJ,2002-05-29 04:10:43.000,2002,5,130,171,2,2,298,0,1
0205,67,DSJ,2002-05-30 00:14:44.000,2002,5,141,139,1,2,63,0,1
0205,68,DSJ,2002-05-30 01:17:32.000,2002,5,142,138,1,2,55,0,1
0205,69,DSJ,2002-05-30 02:56:50.000,2002,5,143,237,1,2,74,0,1
0205,70,DSJ,2002-05-30 21:43:35.000,2002,5,144,114,2,3,318,0,1
0205,71,DSJ,2002-05-30 23:06:38.000,2002,5,145,116,2,3,455,0,1
0205,72,DSJ,2002-05-31 00:28:04.000,2002,5,146,115,2,3,98,0,1
0205,73,DSJ,2002-05-31 01:36:55.000,2002,5,147,111,1,3,71,0,1
0205,74,DSJ,2002-05-31 03:14:58.000,2002,5,148,112,2,3,76,0,1
0205,76,DSJ,2002-05-31 22:33:06.000,2002,5,159,110,2,3,1750,0,1
0205,78,DSJ,2002-06-01 00:39:41.000,2002,6,160,109,2,3,1031,0,1
0205,79,DSJ,2002-06-01 02:34:21.000,2002,6,NULL,113,2,3,1163,0,1
0205,80,DSJ,2002-06-01 04:19:03.000,2002,6,161,118,2,3,1001,0,1
0205,81,DSJ,2002-06-01 21:59:23.000,2002,6,172,124,2,3,116,0,1
0205,82,DSJ,2002-06-01 23:18:29.000,2002,6,173,125,2,3,225,0,1
0205,83,DSJ,2002-06-02 02:25:14.000,2002,6,174,126,2,3,392,0,1
0205,85,DSJ,2002-06-03 21:46:04.000,2002,6,182,131,2,3,84,0,1
0205,900,DSJ,2002-06-01 20:46:12.000,2002,6,171,123,NULL,NULL,91,3,0
0304,1,DSJ,2003-05-14 21:25:33.000,2003,5,3,118,2,1,990,0,1
0304,2,DSJ,2003-05-14 22:31:43.000,2003,5,4,117,2,1,1890,0,1
0304,3,DSJ,2003-05-15 01:05:35.000,2003,5,5,113,2,1,788,0,1
0304,4,DSJ,2003-05-15 02:13:38.000,2003,5,6,109,2,1,546,0,1
0304,5,DSJ,2003-05-15 04:40:12.000,2003,5,7,110,2,1,2320,0,1
0304,6,DSJ,2003-05-15 21:53:52.000,2003,5,15,112,2,1,85,0,1
0304,7,DSJ,2003-05-15 23:20:18.000,2003,5,16,111,1,1,38,0,1
0304,8,DSJ,2003-05-16 01:19:21.000,2003,5,17,115,2,1,89,0,1
0304,9,DSJ,2003-05-16 02:46:40.000,2003,5,NULL,116,2,1,277,0,1
0304,10,DSJ,2003-05-16 04:04:29.000,2003,5,18,114,2,1,120,0,1
0304,13,DSJ,2003-05-17 02:20:55.000,2003,5,28,114,2,1,74,0,1
0304,14,DSJ,2003-05-17 04:14:49.000,2003,5,29,119,2,1,89,0,1
0304,15,DSJ,2003-05-17 04:49:57.000,2003,5,29,119,2,1,89,1,0
0304,19,DSJ,2003-05-19 21:28:44.000,2003,5,31,123,2,1,83,0,1
0304,20,DSJ,2003-05-19 22:47:46.000,2003,5,32,124,2,1,132,0,1
0304,21,DSJ,2003-05-20 00:39:05.000,2003,5,33,125,2,1,139,0,1
0304,22,DSJ,2003-05-20 02:30:15.000,2003,5,34,126,2,1,405,0,1
0304,23,DSJ,2003-05-20 04:42:08.000,2003,5,35,127,2,1,1037,1,0
0304,24,DSJ,2003-05-20 21:14:04.000,2003,5,44,131,2,1,84,0,1
0304,25,DSJ,2003-05-20 22:32:57.000,2003,5,45,132,2,1,84,0,1
0304,26,DSJ,2003-05-21 00:59:19.000,2003,5,46,133,2,1,200,0,1
0304,27,DSJ,2003-05-21 02:53:18.000,2003,5,NULL,134,2,1,574,0,1
0304,29,DSJ,2003-05-22 21:24:26.000,2003,5,53,162,2,1,1250,0,1
0304,30,DSJ,2003-05-22 22:53:42.000,2003,5,54,160,2,1,105,0,1
0304,31,DSJ,2003-05-23 01:25:22.000,2003,5,55,156,2,1,84,0,1
0304,32,DSJ,2003-05-23 02:44:18.000,2003,5,56,154,2,1,1313,0,1
0304,33,DSJ,2003-05-23 21:06:28.000,2003,5,57,119,2,2,81,0,1
0304,34,DSJ,2003-05-23 22:29:51.000,2003,5,58,114,2,2,180,0,1
